,confusion_matrix,roc_curve,recall,mcc,accuracy,precision,auc,log_loss,f1_score,fbeta_score,model,train,valid
1002,"[[ 74201  50773]
 [    90 124936]]","(array([0.       , 0.4062685, 1.       ]), array([0.        , 0.99928015, 1.        ]), array([2, 1, 0]))",0.9992801497288564,0.6487959352147995,0.796548,0.711039275165188,0.7965058229400279,7.027145526938662,0.8308710326367068,0.7545702061454688,xgboost,s-3-3-0,s-2-3-2
1003,"[[147741 102068]
 [   144 250047]]","(array([0.        , 0.40858416, 1.        ]), array([0.        , 0.99942444, 1.        ]), array([2, 1, 0]))",0.9994244397280477,0.6473000674600091,0.795576,0.7101287931499652,0.7954201407155544,7.06071805237423,0.8302988846201101,0.7537661629842566,xgboost,s-3-3-0,s-2-3-3
1004,"[[ 73497  51465]
 [   104 124934]]","(array([0.       , 0.4118452, 1.       ]), array([0.        , 0.99916825, 1.        ]), array([2, 1, 0]))",0.9991682528511333,0.6443133395660152,0.793724,0.7082466453891462,0.7936615259550237,7.124685244763576,0.8289227931541251,0.7520400079938938,xgboost,s-3-3-0,s-2-4-0
1005,"[[18870  6105]
 [ 1103 23922]]","(array([0.        , 0.24444444, 1.        ]), array([0.        , 0.95592408, 1.        ]), array([2, 1, 0]))",0.9559240759240759,0.7263143755119166,0.85584,0.7966829853132181,0.8557398157398157,4.979207635936552,0.8690692436242098,0.8241406158489111,xgboost,s-3-3-0,s-2-4-1
1006,"[[ 73840  51220]
 [   105 124835]]","(array([0.        , 0.40956341, 1.        ]), array([0.       , 0.9991596, 1.       ]), array([2, 1, 0]))",0.9991595966063711,0.6459308702203274,0.7947,0.7090681889182358,0.7947980935214808,7.0909746153966635,0.8294822173125799,0.7527799218486179,xgboost,s-3-3-0,s-2-4-2
1007,"[[189835  59807]
 [   273 250085]]","(array([0.        , 0.23957107, 1.        ]), array([0.        , 0.99890956, 1.        ]), array([2, 1, 0]))",0.9989095615079207,0.7821131754939434,0.87984,0.8070069572625301,0.8796692478708718,4.150275014659484,0.8927621597501115,0.8392530904219405,xgboost,s-3-3-0,s-2-4-3
1008,"[[116324  75546]
 [  2510  55620]]","(array([0.        , 0.39373534, 1.        ]), array([0.        , 0.95682092, 1.        ]), array([2, 1, 0]))",0.9568209186306554,0.4763181245890451,0.687776,0.42404281597365173,0.7815427884965442,10.784076546674438,0.5876510861296594,0.4771840478796967,xgboost,s-3-3-0,s-3-1-0
1009,"[[23962 15676]
 [  512  9850]]","(array([0.        , 0.39547909, 1.        ]), array([0.        , 0.95058869, 1.        ]), array([2, 1, 0]))",0.9505886894421927,0.4501036567664029,0.67624,0.38588106244613335,0.777554801858187,11.182524935402597,0.5489300044583147,0.43791012394857115,xgboost,s-3-3-0,s-3-1-1
1010,"[[114755  77353]
 [    86  57806]]","(array([0.        , 0.40265372, 1.        ]), array([0.        , 0.99851448, 1.        ]), array([2, 1, 0]))",0.9985144752297381,0.5043776341971491,0.690244,0.4276888701455323,0.7979303798057199,10.698840626022024,0.5988676567331949,0.4829013847305389,xgboost,s-3-3-0,s-3-1-2
1011,"[[207532 125673]
 [ 17002 149793]]","(array([0.        , 0.37716421, 1.        ]), array([0.        , 0.89806649, 1.        ]), array([2, 1, 0]))",0.8980664888036212,0.49377428584781197,0.71465,0.5437803576484939,0.7604511402917282,9.85584081990345,0.6773963790612331,0.5903595844115717,xgboost,s-3-3-0,s-3-1-3
